"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 27 10:14:15 GMT 2021","Tue Apr 27 10:14:17 GMT 2021","2085","Surefire suite","Surefire test","MutationTests.MutationTests","MutationTests.MutationTests","Mutation","Mutation",""
"passed","Tue Apr 27 10:14:17 GMT 2021","Tue Apr 27 10:14:17 GMT 2021","229","Surefire suite","Surefire test","QueryTests.GetAddressTests","QueryTests.GetAddressTests","GetAddressLines","GetAddressLines",""
